House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
19,Hartley Cape,Leigh,Wood,33,Head,Married,Male,Prison officer,None,No Religion
19,Hartley Cape,Katie,Wood,31,Wife,Married,Female,Energy engineer,None,No Religion
20,Hartley Cape,Bradley,Allen,65,Head,Married,Male,Occupational hygienist,None,Christian
20,Hartley Cape,Janet,Allen,64,Wife,Married,Female,Garment/textile technologist,None,Christian
21,Hartley Cape,Dominic,Harper,73,Head,Widowed,Male,Retired Air broker,None,No Religion
22,Hartley Cape,Simon,Baker,61,Head,Married,Male,"Engineer, biomedical",None,No Religion
22,Hartley Cape,Margaret,Baker,60,Wife,Married,Female,Telecommunications researcher,None,No Religion
23,Hartley Cape,Karen,Adams,23,Head,Single,Female,Warehouse manager,None,No Religion
23,Hartley Cape,Stuart,Field,31,None,Single,Male,Haematologist,None,Muslim
24,Hartley Cape,Mary,Buckley,91,Head,Divorced,Female,Retired Hospital pharmacist,None,Christian
25,Hartley Cape,Iain,Watkins,50,Head,Single,Male,Musician,None,Christian
26,Hartley Cape,Charlotte,Humphries,24,Head,Single,Female,Garment/textile technologist,None,No Religion
26,Hartley Cape,Max,Taylor,59,None,Single,Male,"Education officer, museum",None,Christian
26,Hartley Cape,Justin,Taylor,20,None,Single,Male,University Student,None,No Religion
26,Hartley Cape,Kelly,Welch,44,None,Single,Female,Magazine journalist,None,Christian
27,Hartley Cape,Jordan,Flynn,67,Head,Widowed,Male,Catering manager,None,Christian
28,Hartley Cape,Annette,Graham,50,Head,Single,Female,Engineering geologist,Blind,Christian
29,Hartley Cape,Connor,Baker,29,Head,Single,Male,Quarry manager,None,Christian
30,Hartley Cape,Ellie,Turner-Manning,55,Head,Single,Female,Information officer,None,Christian
30,Hartley Cape,Ryan,Turner-Manning,26,Son,Divorced,Male,Glass blower/designer,None,Christian
31,Hartley Cape,Paula,Lamb,33,Head,Divorced,Female,Pathologist,None,No Religion
32,Hartley Cape,Maureen,Hart,66,Head,Married,Female,Archaeologist,None,Christian
32,Hartley Cape,Mohammed,Hart,66,Husband,Married,Male,Chief of Staff,None,Christian
33,Hartley Cape,Edward,Freeman,69,Head,Widowed,Male,"Retired Therapist, sports",None,No Religion
34,Hartley Cape,Amber,Grant,51,Head,Single,Female,Geographical information systems officer,None,Christian
35,Hartley Cape,Danny,Edwards,104,Head,Widowed,Male,Retired Environmental education officer,Disabled,Christian
36,Hartley Cape,Damian,Campbell,38,Head,Single,Male,Technical author,None,Christian
37,Hartley Cape,Guy,Holmes,25,Head,Single,Male,"Lighting technician, broadcasting/film/video",None,Christian
37,Hartley Cape,Lorraine,Morris,19,Partner,Single,Female,University Student,None,Christian
38,Hartley Cape,Shaun,Potter-Oliver,44,Head,Divorced,Male,"Designer, fashion/clothing",None,No Religion
38,Hartley Cape,Jacob,Potter-Oliver,17,Son,NA,Male,Student,None,NA
39,Hartley Cape,Albert,Price,35,Head,Single,Male,Health and safety inspector,None,Christian
40,Hartley Cape,Gregory,Woodward,33,Head,Single,Male,IT sales professional,None,Christian
41,Hartley Cape,John,Carter,40,Head,Married,Male,Database administrator,None,Christian
41,Hartley Cape,Kate,Carter,38,Wife,Married,Female,"Designer, exhibition/display",None,No Religion
41,Hartley Cape,Elliot,Carter,9,Son,NA,Male,Student,None,Christian
41,Hartley Cape,Rosemary,Carter,3,Daughter,NA,Female,Child,None,No Religion
42,Hartley Cape,Heather,Lyons,40,Head,Single,Female,Production engineer,None,Christian
43,Hartley Cape,Scott,Fox,73,Head,Widowed,Male,"Retired Psychologist, occupational",None,No Religion
44,Hartley Cape,Laura,Gregory,50,Head,Divorced,Female,Unemployed,None,Christian
44,Hartley Cape,Ruth,Gregory,19,Daughter,Single,Female,University Student,None,Christian
44,Hartley Cape,Caroline,Gregory,18,Daughter,Single,Female,Student,None,Christian
45,Hartley Cape,Amber,Moore,39,Head,Single,Female,Press photographer,None,No Religion
46,Hartley Cape,Angela,Green,59,Head,Single,Female,Theatre stage manager,None,No Religion
46,Hartley Cape,Janet,Dickinson,41,None,Single,Female,Site engineer,None,No Religion
46,Hartley Cape,Francesca,Hunter,37,None,Single,Female,Farm manager,None,Christian
46,Hartley Cape,Wendy,Brennan,42,None,Single,Female,Local government officer,None,Christian
1,Kielder Mill,Susan,Dixon,45,Head,Single,Female,"Nurse, mental health",None,Christian
1,Kielder Mill,Ronald,Smith,45,Partner,Single,Male,"Programmer, applications",None,
2,Kielder Mill,Sally,Hamilton,59,Head,Single,Female,Animal nutritionist,None,Christian
3,Kielder Mill,Sylvia,Carr,71,Head,Married,Female,Retired Airline pilot,None,Christian
3,Kielder Mill,Frank,Carr,72,Husband,Married,Male,Retired Educational psychologist,None,Christian
4,Kielder Mill,Sharon,Hill,65,Head,Widowed,Female,Dentist,None,Christian
5,Kielder Mill,Philip,Burrows,61,Head,Single,Male,Armed forces operational officer,None,Christian
6,Kielder Mill,Hannah,Austin,47,Head,Single,Female,Unemployed,None,Christian
6,Kielder Mill,Vanessa,Austin,15,Daughter,NA,Female,Student,None,NA
7,Kielder Mill,Lesley,Andrews,68,Head,Divorced,Female,Retired International aid/development worker,None,Christian
8,Kielder Mill,Jennifer,Bird,74,Head,Widowed,Female,"Retired Psychotherapist, child",None,Christian
9,Kielder Mill,Jill,Waters,81,Head,Widowed,Female,Retired Furniture designer,None,No Religion
10,Kielder Mill,Duncan,Kirk,85,Head,Widowed,Male,Retired Energy engineer,None,Christian
11,Kielder Mill,Gillian,Birch,77,Head,Widowed,Female,Retired Chartered public finance accountant,None,No Religion
11,Kielder Mill,Douglas,Lee,5,Grandson,NA,Male,Student,None,NA
12,Kielder Mill,Sophie,Wallis,52,Head,Divorced,Female,"Scientist, water quality",None,Christian
13,Kielder Mill,Stephen,Sharp,40,Head,Married,Male,"Research officer, government",None,Christian
13,Kielder Mill,Marie,Sharp,39,Wife,Married,Female,"Psychologist, clinical",None,No Religion
13,Kielder Mill,Nicole,Sharp,6,Daughter,NA,Female,Student,None,Christian
14,Kielder Mill,Danielle,Dyer,78,Head,Divorced,Female,"Retired Surveyor, planning and development",None,Christian
15,Kielder Mill,Robert,Smith,65,Head,Widowed,Male,Sub,None,Christian
16,Kielder Mill,Lauren,Berry,53,Head,Married,Female,Unemployed,None,Christian
16,Kielder Mill,Edward,Berry,55,Husband,Married,Male,Unemployed,None,Christian
16,Kielder Mill,Carl,Porter,13,Step-Son,NA,Male,Student,None,NA
17,Kielder Mill,Allan,Wilkins,86,Head,Widowed,Male,Retired Dramatherapist,None,Christian
1,Spider Forges,Kim,Hughes,40,Head,Widowed,Female,Unemployed,None,Christian
1,Spider Forges,Karen,Hughes,9,Daughter,NA,Female,Student,None,NA
2,Spider Forges,Carol,Davis,71,Head,Married,Female,Retired Office manager,None,No Religion
2,Spider Forges,Kyle,Davis,71,Husband,Married,Male,Retired Glass blower/designer,None,No Religion
3,Spider Forges,Hazel,Browne,41,Head,Married,Female,Trade mark attorney,None,No Religion
3,Spider Forges,Eric,Browne,41,Husband,Married,Male,Public house manager,None,No Religion
4,Spider Forges,Lauren,Hopkins,64,Head,Married,Female,Commercial horticulturist,None,Christian
4,Spider Forges,Raymond,Hopkins,61,Husband,Married,Male,Unemployed,None,Christian
5,Spider Forges,Shirley,Mason,43,Head,Married,Female,Unemployed,None,Christian
5,Spider Forges,Phillip,Mason,41,Husband,Married,Male,Environmental manager,None,Christian
5,Spider Forges,Terry,Mason,13,Son,NA,Male,Student,None,No Religion
6,Spider Forges,Kathryn,Davies,53,Head,Single,Female,"Psychologist, counselling",None,Christian
7,Spider Forges,Ronald,Robinson,24,Head,Married,Male,"Designer, blown glass/stained glass",None,Christian
7,Spider Forges,Paige,Robinson,23,Wife,Married,Female,TEFL teacher,None,No Religion
8,Spider Forges,Cheryl,Payne,41,Head,Single,Female,"Nurse, mental health",None,Christian
8,Spider Forges,Martyn,Connor,46,Partner,Single,Male,"Nurse, adult",None,No Religion
9,Spider Forges,Robin,Wright,60,Head,Married,Male,Furniture designer,None,No Religion
9,Spider Forges,Sarah,Wright,57,Wife,Married,Female,Theme park manager,None,No Religion
10,Spider Forges,Georgia,Cook,49,Head,Married,Female,Advice worker,None,Christian
10,Spider Forges,Connor,Cook,51,Husband,Married,Male,Unemployed,None,Christian
10,Spider Forges,Stephen,Cook,22,Son,Single,Male,University Student,None,Christian
10,Spider Forges,Terence,Cook,22,Son,Single,Male,University Student,None,Christian
10,Spider Forges,Michael,Cook,20,Son,Single,Male,"Sales professional, IT",None,No Religion
11,Spider Forges,Anna,Middleton,40,Head,Married,Female,Seismic interpreter,None,Christian
11,Spider Forges,Julian,Middleton,42,Husband,Married,Male,"Research officer, trade union",None,Christian
12,Spider Forges,Rosie,Macdonald,70,Head,Married,Female,Retired Financial risk analyst,None,Christian
12,Spider Forges,Toby,Macdonald,74,Husband,Married,Male,"Retired Conservation officer, historic buildings",None,No Religion
12,Spider Forges,Chloe,Richardson,17,Granddaughter,NA,Female,Student,None,NA
12,Spider Forges,Natalie,Macdonald,13,Granddaughter,NA,Female,Student,None,NA
13,Spider Forges,Annette,Robinson,66,Head,Married,Female,Health and safety adviser,None,Christian
13,Spider Forges,Mitchell,Robinson,69,Husband,Married,Male,Retired Advertising art director,None,Christian
14,Spider Forges,Nicola,Donnelly,60,Head,Single,Female,"Scientist, forensic",None,Christian
14,Spider Forges,Lawrence,Donnelly,16,Son,NA,Male,Student,None,NA
15,Spider Forges,Joe,Lucas,50,Head,Single,Male,Merchant navy officer,Sprained Ankle,No Religion
16,Spider Forges,Vanessa,Birch,74,Head,Widowed,Female,Retired Sports administrator,None,The Grey Wardens
17,Spider Forges,Marilyn,Owen,70,Head,Widowed,Female,"Retired Production assistant, television",None,Christian
18,Spider Forges,Charlene,Whitehouse,64,Head,Single,Female,Unemployed,None,Christian
18,Spider Forges,Rachael,Whitehouse,35,Daughter,Single,Female,Mining engineer,None,Christian
19,Spider Forges,Hilary,Richards,66,Head,Widowed,Female,Unemployed,None,Christian
19,Spider Forges,Amelia,Richards,40,Daughter,Divorced,Female,"Embryologist, clinical",None,No Religion
20,Spider Forges,Anne,Cooper,76,Head,Widowed,Female,Unemployed,Disabled,Christian
20,Spider Forges,Douglas,Cooper,46,Son,Divorced,Male,Archivist,None,Christian
20,Spider Forges,Fiona,Cooper,46,Adopted Daughter,Single,Female,Government social research officer,None,Christian
20,Spider Forges,Jessica,Cooper,46,Daughter,Divorced,Female,"Administrator, Civil Service",None,Christian
21,Spider Forges,John,Roberts,45,Head,Married,Male,Architect,None,No Religion
21,Spider Forges,Linda,Roberts,40,Wife,Married,Female,Unemployed,None,No Religion
22,Spider Forges,Suzanne,Walker,40,Head,Single,Female,Product/process development scientist,None,Christian
22,Spider Forges,Gail,Scott,48,None,Single,Female,Diagnostic radiographer,None,Christian
22,Spider Forges,Anna,Wilson,62,None,Single,Female,Ophthalmologist,None,Christian
22,Spider Forges,Bryan,Baker,18,None,Single,Male,Student,None,
22,Spider Forges,Damien,Jones,36,None,Single,Male,Unemployed,None,No Religion
23,Spider Forges,Mary,Jones,36,Head,Divorced,Female,Unemployed,None,Christian
24,Spider Forges,Molly,Burrows,26,Head,Single,Female,Osteopath,None,No Religion
24,Spider Forges,Lauren,Burrows,5,Daughter,NA,Female,Student,None,NA
25,Spider Forges,Timothy,Fuller,21,Head,Single,Male,University Student,None,No Religion
26,Spider Forges,Chelsea,Johnson,41,Head,Married,Female,Museum/gallery conservator,None,Christian
26,Spider Forges,Timothy,Johnson,46,Husband,Married,Male,Systems developer,None,No Religion
26,Spider Forges,Megan,Johnson,14,Daughter,NA,Female,Student,None,No Religion
27,Spider Forges,Maureen,Baldwin,37,Head,Single,Female,Barista,None,No Religion
27,Spider Forges,Keith,Hughes,36,Partner,Single,Male,Unemployed,None,No Religion
28,Spider Forges,Janet,Turner,41,Head,Single,Female,Higher education careers adviser,None,No Religion
28,Spider Forges,Rebecca,Turner,3,Daughter,NA,Female,Child,None,NA
29,Spider Forges,Maureen,Richards,49,Head,Married,Female,Dealer,None,Christian
29,Spider Forges,Ricky,Richards,49,Husband,Married,Male,"Nurse, children's",None,Christian
29,Spider Forges,Clifford,Richards,18,Son,Single,Male,Student,None,Christian
29,Spider Forges,Judith,Richards,17,Daughter,NA,Female,Student,None,Christian
30,Spider Forges,Clifford,Bates,85,Head,Widowed,Male,"Retired Administrator, sports",None,Christian
31,Spider Forges,Abbie,Weston,88,Head,Married,Female,Retired Intelligence analyst,None,Christian
31,Spider Forges,Sean,Weston,90,Husband,Married,Male,"Retired Physicist, medical",None,No Religion
32,Spider Forges,Jasmine,Jarvis,46,Head,Married,Female,Unemployed,None,No Religion
32,Spider Forges,Philip,Jarvis,48,Husband,Married,Male,Training and development officer,None,No Religion
32,Spider Forges,Elliott,Jarvis,7,Son,NA,Male,Student,None,No Religion
33,Spider Forges,Ian,Young,33,Head,Divorced,Male,Chief Marketing Officer,None,No Religion
34,Spider Forges,Owen,Shaw,19,Head,Married,Male,University Student,None,Christian
34,Spider Forges,Kimberley,Shaw,19,Wife,Married,Female,University Student,Unknown Infection,No Religion
35,Spider Forges,Katy,Collins,32,Head,Single,Female,Primary school teacher,None,Christian
35,Spider Forges,Josh,Khan,37,Partner,Single,Male,"Clinical scientist, histocompatibility and immunogenetics",None,No Religion
36,Spider Forges,Heather,O'Connor,55,Head,Married,Female,Biomedical engineer,None,Christian
36,Spider Forges,Adrian,O'Connor,56,Husband,Married,Male,"Surveyor, insurance",None,No Religion
36,Spider Forges,Beth,O'Connor,16,Daughter,NA,Female,Student,None,Christian
36,Spider Forges,Scott,O'Connor,14,Son,NA,Male,Student,None,Christian
36,Spider Forges,Glenn,Williams,12,Son,NA,Male,Student,None,No Religion
37,Spider Forges,Rachael,Jackson,65,Head,Divorced,Female,"Designer, interior/spatial",None,Christian
37,Spider Forges,Donna,Jackson,33,Daughter,Single,Female,"Accountant, chartered certified",None,No Religion
37,Spider Forges,Margaret,Jackson,30,Daughter,Single,Female,Unemployed,None,No Religion
37,Spider Forges,Carolyn,Sharp,28,Daughter,Divorced,Female,Financial manager,None,No Religion
37,Spider Forges,Rebecca,Sharp,27,Daughter,Single,Female,Unemployed,None,Christian
38,Spider Forges,Josephine,Payne,39,Head,Divorced,Female,Advertising account planner,None,No Religion
38,Spider Forges,Marie,Payne,6,Daughter,NA,Female,Student,None,NA
39,Spider Forges,Kathryn,Morgan,47,Head,Married,Female,Intelligence analyst,None,Christian
39,Spider Forges,Adrian,Morgan,49,Husband,Married,Male,Newspaper journalist,None,Christian
39,Spider Forges,Liam,Morgan,17,Son,Married,Male,Student,None,Christian
39,Spider Forges,John,Reid-Morgan,13,Son,NA,Male,Student,None,Christian
1,Manor Close,Charlie,Watkins,45,Head,Single,Male,Pharmacologist,None,Christian
2,Manor Close,Katie,Frost,52,Head,Single,Female,"Civil engineer, contracting",None,Christian
2,Manor Close,Howard,Davies,55,Partner,Single,Male,Ceramics designer,None,Christian
2,Manor Close,Molly,Frost,11,Daughter,NA,Female,Student,None,Christian
3,Manor Close,Emma,Hussain,76,Head,Widowed,Female,Retired Energy manager,None,No Religion
4,Manor Close,Rosemary,Moore,79,Head,Married,Female,Retired Armed forces training and education officer,None,Christian
4,Manor Close,Lewis,Moore,82,Husband,Married,Male,Retired Operational investment banker,None,No Religion
5,Manor Close,Eileen,Williams,42,Head,Single,Female,Unemployed,None,Christian
5,Manor Close,Joyce,Williams,9,Daughter,NA,Female,Student,None,NA
6,Manor Close,Keith,Talbot,40,Head,Divorced,Male,Unemployed,None,Christian
7,Manor Close,Danny,Turner,76,Head,Single,Male,"Retired Education officer, community",None,Christian
8,Manor Close,Cheryl,Davies,71,Head,Single,Female,Retired Estate agent,None,No Religion
9,Manor Close,Joshua,Evans,65,Head,Widowed,Male,Games developer,None,Christian
10,Manor Close,Tracy,Smith,82,Head,Divorced,Female,Retired Press sub,None,Christian
1,April Wall,Janet,Williams,54,Head,Single,Female,Environmental consultant,None,No Religion
1,April Wall,Edward,Ward,19,None,Single,Male,University Student,None,Christian
1,April Wall,Megan,O'Connor,36,None,Single,Female,Lexicographer,None,Christian
1,April Wall,Jamie,Davis,39,None,Single,Male,"Therapist, drama",None,No Religion
2,April Wall,Bernard,Willis,71,Head,Married,Male,Retired Insurance underwriter,None,Christian
2,April Wall,Dawn,Willis,67,Wife,Married,Female,Market researcher,None,Christian
3,April Wall,Declan,McLean,46,Head,Single,Male,Health and safety adviser,None,Christian
3,April Wall,Kimberley,Doherty,41,Partner,Single,Female,Learning mentor,None,Christian
3,April Wall,Hazel,McLean,2,Daughter,NA,Female,Child,None,Christian
3,April Wall,Callum,McLean,0,Son,NA,Male,Child,None,Christian
4,April Wall,Tina,Barton,33,Head,Married,Female,Veterinary surgeon,None,Christian
4,April Wall,Andrew,Barton,34,Husband,Married,Male,Sports administrator,None,No Religion
4,April Wall,Abdul,Barton,9,Son,NA,Male,Student,None,No Religion
4,April Wall,Carl,Barton,5,Son,NA,Male,Student,None,No Religion
4,April Wall,Terry,Barton,5,Son,NA,Male,Student,None,Christian
4,April Wall,Michelle,Sullivan,49,Lodger,Divorced,Female,Health and safety inspector,None,No Religion
5,April Wall,Vanessa,Norman,28,Head,Single,Female,Unemployed,None,Christian
5,April Wall,Shaun,Norman,6,Son,NA,Male,Student,None,NA
5,April Wall,Kevin,Norman,3,Son,NA,Male,Child,None,NA
5,April Wall,Daniel,Jackson,27,Lodger,Single,Male,"Engineer, manufacturing",None,Christian
5,April Wall,Ronald,Dunn,48,Lodger,Single,Male,Astronomer,None,No Religion
6,April Wall,Emma,Hayes,33,Head,Single,Female,Commissioning editor,None,No Religion
7,April Wall,Kathleen,Griffiths,51,Head,Married,Female,"Scientist, water quality",None,Christian
7,April Wall,Peter,Griffiths,49,Husband,Married,Male,Probation officer,None,No Religion
7,April Wall,Lindsey,Griffiths,37,Daughter,Single,Female,"Scientist, physiological",None,No Religion
7,April Wall,Stuart,Griffiths,34,Son,Single,Male,"Surveyor, minerals",None,No Religion
8,April Wall,Pauline,Banks,22,Head,Single,Female,University Student,None,No Religion
